,,,
0.577,0.845215,0.909,0.874754
0.808,0.92453,1.482,0.948332
1.079,0.954765,2.032,0.971877
1.323,0.969996,2.568,0.982789
1.508,0.978247,3.059,0.98853
1.73,0.984048,3.561,0.99168
1.929,0.987468,4.122,0.99363
2.138,0.990009,4.587,0.99511
